프로젝트,모블록번호,블록번호,stage,기능,a2,모듈,취부장_total,취부장_butt,취부장_fillet,용접장_total,용접장_butt,용접장_fillet,작업량,작업량_단위,심출_계량,취부_계량,용접_계량,사상_계량,기타_계량,total_계량,심출_기준,취부_기준,용접_기준,사상_기준,기타_기준,total_기준,원본파일명
SN3286,M84OX,M847H,40,D,HM847HSF0400,ZVHZD,556.2,355.8,200.4,421.1,107.5,313.6,24,M,30.25,60.5,148.5,27.5,8.25,275,21.17,42.35,103.95,19.25,5.77,192.49,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M847H,40,D,HM847HSF0400,XANLFH,482.9,301.7,181.2,560.6,113.7,446.9,85,TON,87.45,174.9,429.3,79.5,23.85,795,61.21,122.43,300.51,55.65,16.7,556.5,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M847H,40,D,HM847HSF0400,NZPBH,239.9,55.9,184.0,870.3,445.5,424.8,34,LOT,88.33,176.66,433.62,80.3,24.09,803,61.83,123.66,303.53,56.21,16.86,562.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,XANLFH,714.7,277.1,437.6,784.0,352.0,432.0,76,TON,73.7,147.4,361.8,67.0,20.1,670,51.59,103.18,253.26,46.9,14.07,469.0,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,ZVHZD,443.5,144.1,299.4,630.0,266.7,363.3,3,M,108.68,217.36,533.52,98.8,29.64,988,76.08,152.15,373.46,69.16,20.75,691.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,EAZZPET,518.1,100.7,417.4,759.7,390.3,369.4,89,M,79.09,158.18,388.26,71.9,21.57,719,55.36,110.73,271.78,50.33,15.1,503.3,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,NZPBH,581.8,314.9,266.9,729.3,440.0,289.3,33,TON,88.88,177.76,436.32,80.8,24.24,808,62.22,124.43,305.42,56.56,16.97,565.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,WXTNKF,478.6,309.3,169.3,680.7,292.2,388.5,66,EA,79.64,159.28,390.96,72.4,21.72,724,55.75,111.5,273.67,50.68,15.2,506.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,30,D,HM845PSF0300,JSBRLSP,472.3,308.9,163.4,499.0,230.7,268.3,97,EA,62.48,124.96,306.72,56.8,17.04,568,43.74,87.47,214.7,39.76,11.93,397.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,EAZZPET,618.8,408.1,210.7,334.6,206.2,128.4,85,M,97.57,195.14,478.98,88.7,26.61,887,68.3,136.6,335.29,62.09,18.63,620.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,JSBRLSP,356.7,60.5,296.2,522.1,160.0,362.1,9,LOT,80.08,160.16,393.12,72.8,21.84,728,56.06,112.11,275.18,50.96,15.29,509.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,ZVHZD,510.9,248.0,262.9,313.8,203.8,110.0,74,LOT,81.18,162.36,398.52,73.8,22.14,738,56.83,113.65,278.96,51.66,15.5,516.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,XANLFH,589.7,252.3,337.4,495.2,111.6,383.6,67,M,46.97,93.94,230.58,42.7,12.81,427,32.88,65.76,161.41,29.89,8.97,298.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,NZPBH,597.5,247.6,349.9,629.1,366.2,262.9,68,EA,87.67,175.34,430.38,79.7,23.91,797,61.37,122.74,301.27,55.79,16.74,557.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M845P,40,D,HM845PSF0400,WXTNKF,333.9,209.4,124.5,445.1,300.1,145.0,90,TON,16.83,33.66,82.62,15.3,4.59,153,11.78,23.56,57.83,10.71,3.21,107.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,30,D,HM846SSF0300,EAZZPET,523.9,341.1,182.8,298.0,232.7,65.3,16,M,86.79,173.58,426.06,78.9,23.67,789,60.75,121.51,298.24,55.23,16.57,552.3,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,30,D,HM846SSF0300,WXTNKF,428.5,161.8,266.7,548.5,361.4,187.1,35,TON,53.13,106.26,260.82,48.3,14.49,483,37.19,74.38,182.57,33.81,10.14,338.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,30,D,HM846SSF0300,JSBRLSP,382.4,123.0,259.4,441.9,234.3,207.6,46,TON,26.73,53.46,131.22,24.3,7.29,243,18.71,37.42,91.85,17.01,5.1,170.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,30,D,HM846SSF0300,XANLFH,272.9,124.3,148.6,754.1,430.7,323.4,74,TON,94.27,188.54,462.78,85.7,25.71,857,65.99,131.98,323.95,59.99,18.0,599.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,40,D,HM846SSF0400,XANLFH,197.6,115.8,81.8,503.4,322.2,181.2,98,TON,70.95,141.9,348.3,64.5,19.35,645,49.66,99.33,243.81,45.15,13.54,451.49,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,40,D,HM846SSF0400,EAZZPET,761.9,339.0,422.9,549.2,121.2,428.0,22,M,54.78,109.56,268.92,49.8,14.94,498,38.35,76.69,188.24,34.86,10.46,348.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,40,D,HM846SSF0400,ZVHZD,497.1,211.5,285.6,536.2,397.3,138.9,78,TON,70.62,141.24,346.68,64.2,19.26,642,49.43,98.87,242.68,44.94,13.48,449.4,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,40,D,HM846SSF0400,NZPBH,485.1,90.9,394.2,518.3,425.8,92.5,51,TON,90.97,181.94,446.58,82.7,24.81,827,63.68,127.36,312.61,57.89,17.37,578.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846S,40,D,HM846SSF0400,WXTNKF,627.0,196.3,430.7,401.0,245.9,155.1,72,TON,54.45,108.9,267.3,49.5,14.85,495,38.12,76.23,187.11,34.65,10.39,346.5,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,30,D,HM846ZSF0300,NZPBH,319.6,164.9,154.7,225.6,53.0,172.6,16,EA,81.18,162.36,398.52,73.8,22.14,738,56.83,113.65,278.96,51.66,15.5,516.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,30,D,HM846ZSF0300,WXTNKF,515.8,420.5,95.3,486.2,242.5,243.7,26,TON,16.28,32.56,79.92,14.8,4.44,148,11.4,22.79,55.94,10.36,3.11,103.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,30,D,HM846ZSF0300,JSBRLSP,440.5,282.8,157.7,450.5,65.1,385.4,51,TON,34.65,69.3,170.1,31.5,9.45,315,24.25,48.51,119.07,22.05,6.61,220.49,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,30,D,HM846ZSF0300,EAZZPET,252.8,85.3,167.5,474.0,93.0,381.0,14,M,33.77,67.54,165.78,30.7,9.21,307,23.64,47.28,116.05,21.49,6.45,214.91,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,XANLFH,365.8,145.3,220.5,458.9,390.6,68.3,35,M,80.85,161.7,396.9,73.5,22.05,735,56.59,113.19,277.83,51.45,15.43,514.49,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,WXTNKF,636.2,328.9,307.3,523.8,93.6,430.2,12,EA,100.21,200.42,491.94,91.1,27.33,911,70.15,140.29,344.36,63.77,19.13,637.7,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,EAZZPET,481.4,360.5,120.9,464.9,203.2,261.7,90,LOT,24.64,49.28,120.96,22.4,6.72,224,17.25,34.5,84.67,15.68,4.7,156.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,JSBRLSP,566.6,274.6,292.0,737.1,384.0,353.1,35,TON,11.66,23.32,57.24,10.6,3.18,106,8.16,16.32,40.07,7.42,2.23,74.2,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,NZPBH,489.8,101.9,387.9,653.3,260.7,392.6,52,M,50.16,100.32,246.24,45.6,13.68,456,35.11,70.22,172.37,31.92,9.58,319.2,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M846Z,40,D,HM846ZSF0400,ZVHZD,830.2,406.1,424.1,688.2,273.0,415.2,55,LOT,98.34,196.68,482.76,89.4,26.82,894,68.84,137.68,337.93,62.58,18.77,625.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,30,D,HM844XSF0300,WXTNKF,427.4,265.6,161.8,500.3,395.0,105.3,44,TON,90.53,181.06,444.42,82.3,24.69,823,63.37,126.74,311.09,57.61,17.28,576.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,30,D,HM844XSF0300,NZPBH,850.6,443.3,407.3,464.7,161.8,302.9,76,LOT,93.5,187.0,459.0,85.0,25.5,850,65.45,130.9,321.3,59.5,17.85,595.0,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,30,D,HM844XSF0300,JSBRLSP,804.4,435.8,368.6,512.0,176.9,335.1,37,M,80.08,160.16,393.12,72.8,21.84,728,56.06,112.11,275.18,50.96,15.29,509.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,30,D,HM844XSF0300,XANLFH,422.6,250.8,171.8,393.3,295.8,97.5,89,LOT,20.24,40.48,99.36,18.4,5.52,184,14.17,28.34,69.55,12.88,3.86,128.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,40,D,HM844XSF0400,ZVHZD,285.1,112.4,172.7,590.2,305.7,284.5,30,EA,109.89,219.78,539.46,99.9,29.97,999,76.92,153.85,377.62,69.93,20.98,699.3,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,40,D,HM844XSF0400,XANLFH,535.9,433.4,102.5,804.1,400.9,403.2,15,TON,104.06,208.12,510.84,94.6,28.38,946,72.84,145.68,357.59,66.22,19.87,662.2,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,40,D,HM844XSF0400,EAZZPET,475.1,397.4,77.7,238.2,52.2,186.0,67,M,14.74,29.48,72.36,13.4,4.02,134,10.32,20.64,50.65,9.38,2.81,93.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,40,D,HM844XSF0400,JSBRLSP,523.7,303.4,220.3,668.1,345.3,322.8,39,TON,42.9,85.8,210.6,39.0,11.7,390,30.03,60.06,147.42,27.3,8.19,273.0,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M844X,40,D,HM844XSF0400,WXTNKF,650.3,390.4,259.9,487.8,203.2,284.6,63,M,91.63,183.26,449.82,83.3,24.99,833,64.14,128.28,314.87,58.31,17.49,583.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,50,D,HM84OXSF0500,EAZZPET,504.8,337.7,167.1,564.1,215.3,348.8,47,M,25.52,51.04,125.28,23.2,6.96,232,17.86,35.73,87.7,16.24,4.87,162.4,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,50,D,HM84OXSF0500,XANLFH,582.9,417.7,165.2,507.7,429.9,77.8,23,EA,35.53,71.06,174.42,32.3,9.69,323,24.87,49.74,122.09,22.61,6.78,226.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,50,D,HM84OXSF0500,JSBRLSP,471.0,344.8,126.2,205.3,75.2,130.1,83,EA,27.06,54.12,132.84,24.6,7.38,246,18.94,37.88,92.99,17.22,5.17,172.2,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,50,D,HM84OXSF0500,NZPBH,600.4,300.8,299.6,418.9,73.6,345.3,67,M,21.12,42.24,103.68,19.2,5.76,192,14.78,29.57,72.58,13.44,4.03,134.4,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,50,D,HM84OXSF0500,WXTNKF,461.9,216.1,245.8,402.7,131.6,271.1,4,M,49.83,99.66,244.62,45.3,13.59,453,34.88,69.76,171.23,31.71,9.51,317.09,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,60,D,HM84OXSF0600,JSBRLSP,243.1,120.8,122.3,425.7,190.0,235.7,96,TON,40.26,80.52,197.64,36.6,10.98,366,28.18,56.36,138.35,25.62,7.69,256.2,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,60,D,HM84OXSF0600,NZPBH,431.1,274.8,156.3,216.2,104.3,111.9,5,TON,75.24,150.48,369.36,68.4,20.52,684,52.67,105.34,258.55,47.88,14.36,478.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,60,D,HM84OXSF0600,ZVHZD,193.1,107.0,86.1,768.7,376.7,392.0,59,LOT,94.49,188.98,463.86,85.9,25.77,859,66.14,132.29,324.7,60.13,18.04,601.3,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,60,D,HM84OXSF0600,WXTNKF,681.4,409.9,271.5,548.8,341.8,207.0,24,LOT,72.82,145.64,357.48,66.2,19.86,662,50.97,101.95,250.24,46.34,13.9,463.4,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,60,D,HM84OXSF0600,XANLFH,742.3,434.1,308.2,353.1,120.2,232.9,26,LOT,35.2,70.4,172.8,32.0,9.6,320,24.64,49.28,120.96,22.4,6.72,224.0,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,EAZZPET,399.7,119.0,280.7,572.6,276.7,295.9,53,M,94.38,188.76,463.32,85.8,25.74,858,66.07,132.13,324.32,60.06,18.02,600.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,XANLFH,775.2,432.1,343.1,682.7,369.8,312.9,10,TON,76.89,153.78,377.46,69.9,20.97,699,53.82,107.65,264.22,48.93,14.68,489.3,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,NZPBH,414.8,144.5,270.3,261.2,144.6,116.6,47,M,84.48,168.96,414.72,76.8,23.04,768,59.14,118.27,290.3,53.76,16.13,537.6,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,ZVHZD,758.0,365.7,392.3,444.2,266.1,178.1,35,LOT,45.65,91.3,224.1,41.5,12.45,415,31.95,63.91,156.87,29.05,8.71,290.49,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,JSBRLSP,438.8,98.9,339.9,582.7,235.2,347.5,29,M,66.44,132.88,326.16,60.4,18.12,604,46.51,93.02,228.31,42.28,12.68,422.8,SN3286_M84OX_dummy.xlsx
SN3286,M84OX,M84OX,70,D,HM84OXSF0700,WXTNKF,539.2,373.3,165.9,705.2,426.8,278.4,33,LOT,40.37,80.74,198.18,36.7,11.01,367,28.26,56.52,138.73,25.69,7.71,256.91,SN3286_M84OX_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,ABTMV,499.3,384.1,115.2,475.2,134.0,341.2,12,EA,108.68,217.36,533.52,98.8,29.64,988,76.08,152.15,373.46,69.16,20.75,691.6,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,YYNDARZ,668.8,361.6,307.2,537.7,117.0,420.7,96,TON,77.0,154.0,378.0,70.0,21.0,700,53.9,107.8,264.6,49.0,14.7,490.0,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,AOLEIR,402.6,315.6,87.0,290.4,129.5,160.9,95,M,108.68,217.36,533.52,98.8,29.64,988,76.08,152.15,373.46,69.16,20.75,691.6,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,MNMCMXI,452.0,72.7,379.3,695.3,414.7,280.6,11,M,63.91,127.82,313.74,58.1,17.43,581,44.74,89.47,219.62,40.67,12.2,406.7,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,UKUWO,574.6,324.7,249.9,389.6,293.5,96.1,7,M,55.77,111.54,273.78,50.7,15.21,507,39.04,78.08,191.65,35.49,10.65,354.91,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,30,D,HP717JSF0300,XNNOJFT,438.9,342.7,96.2,509.7,113.0,396.7,59,LOT,89.87,179.74,441.18,81.7,24.51,817,62.91,125.82,308.83,57.19,17.16,571.91,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,40,D,HP717JSF0400,XNNOJFT,299.4,96.4,203.0,507.1,91.8,415.3,16,EA,15.62,31.24,76.68,14.2,4.26,142,10.93,21.87,53.68,9.94,2.98,99.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,40,D,HP717JSF0400,MNMCMXI,567.8,228.6,339.2,734.9,314.7,420.2,57,M,96.58,193.16,474.12,87.8,26.34,878,67.61,135.21,331.88,61.46,18.44,614.6,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,40,D,HP717JSF0400,AOLEIR,428.4,129.2,299.2,406.7,341.9,64.8,25,LOT,75.35,150.7,369.9,68.5,20.55,685,52.74,105.49,258.93,47.95,14.38,479.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,40,D,HP717JSF0400,UKUWO,335.5,202.1,133.4,176.9,55.4,121.5,86,TON,84.26,168.52,413.64,76.6,22.98,766,58.98,117.96,289.55,53.62,16.09,536.2,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717J,40,D,HP717JSF0400,YYNDARZ,452.2,360.7,91.5,518.5,355.7,162.8,12,TON,22.22,44.44,109.08,20.2,6.06,202,15.55,31.11,76.36,14.14,4.24,141.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,30,D,HP715ESF0300,ABTMV,674.5,393.9,280.6,284.6,180.7,103.9,37,LOT,78.1,156.2,383.4,71.0,21.3,710,54.67,109.34,268.38,49.7,14.91,497.0,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,30,D,HP715ESF0300,UKUWO,487.5,101.5,386.0,616.9,286.6,330.3,45,LOT,52.25,104.5,256.5,47.5,14.25,475,36.57,73.15,179.55,33.25,9.97,332.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,30,D,HP715ESF0300,MNMCMXI,462.3,385.9,76.4,658.9,346.8,312.1,28,TON,101.64,203.28,498.96,92.4,27.72,924,71.15,142.3,349.27,64.68,19.4,646.8,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,30,D,HP715ESF0300,XNNOJFT,429.1,101.3,327.8,305.4,248.6,56.8,30,LOT,21.89,43.78,107.46,19.9,5.97,199,15.32,30.65,75.22,13.93,4.18,139.3,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,40,D,HP715ESF0400,MNMCMXI,694.0,424.1,269.9,470.8,265.9,204.9,17,M,96.8,193.6,475.2,88.0,26.4,880,67.76,135.52,332.64,61.6,18.48,616.0,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,40,D,HP715ESF0400,YYNDARZ,542.2,388.5,153.7,427.1,80.0,347.1,4,M,28.49,56.98,139.86,25.9,7.77,259,19.94,39.89,97.9,18.13,5.44,181.3,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,40,D,HP715ESF0400,XNNOJFT,868.1,446.0,422.1,413.7,219.0,194.7,62,M,29.15,58.3,143.1,26.5,7.95,265,20.4,40.81,100.17,18.55,5.56,185.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P715E,40,D,HP715ESF0400,UKUWO,434.2,273.0,161.2,414.3,116.5,297.8,93,EA,60.83,121.66,298.62,55.3,16.59,553,42.58,85.16,209.03,38.71,11.61,387.09,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,30,D,HP716KSF0300,UKUWO,496.0,102.0,394.0,690.5,262.4,428.1,44,TON,22.99,45.98,112.86,20.9,6.27,209,16.09,32.19,79.0,14.63,4.39,146.3,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,30,D,HP716KSF0300,ABTMV,550.0,154.4,395.6,704.9,381.1,323.8,1,M,83.27,166.54,408.78,75.7,22.71,757,58.29,116.58,286.15,52.99,15.9,529.91,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,30,D,HP716KSF0300,AOLEIR,727.1,330.5,396.6,136.5,63.0,73.5,79,TON,12.87,25.74,63.18,11.7,3.51,117,9.01,18.02,44.23,8.19,2.46,81.91,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,30,D,HP716KSF0300,MNMCMXI,625.4,413.2,212.2,664.3,248.6,415.7,58,TON,83.05,166.1,407.7,75.5,22.65,755,58.13,116.27,285.39,52.85,15.85,528.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,30,D,HP716KSF0300,XNNOJFT,584.0,219.3,364.7,497.6,299.2,198.4,87,TON,77.44,154.88,380.16,70.4,21.12,704,54.21,108.42,266.11,49.28,14.78,492.8,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,40,D,HP716KSF0400,YYNDARZ,334.4,241.8,92.6,535.1,384.7,150.4,1,EA,59.84,119.68,293.76,54.4,16.32,544,41.89,83.78,205.63,38.08,11.42,380.8,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,40,D,HP716KSF0400,UKUWO,141.4,67.6,73.8,460.8,97.4,363.4,5,M,24.75,49.5,121.5,22.5,6.75,225,17.32,34.65,85.05,15.75,4.72,157.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,40,D,HP716KSF0400,MNMCMXI,475.3,60.7,414.6,638.5,367.0,271.5,58,LOT,22.22,44.44,109.08,20.2,6.06,202,15.55,31.11,76.36,14.14,4.24,141.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,40,D,HP716KSF0400,AOLEIR,587.8,160.5,427.3,465.1,245.6,219.5,70,EA,15.73,31.46,77.22,14.3,4.29,143,11.01,22.02,54.05,10.01,3.0,100.09,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P716K,40,D,HP716KSF0400,ABTMV,631.6,256.7,374.9,547.2,318.1,229.1,76,EA,27.61,55.22,135.54,25.1,7.53,251,19.33,38.65,94.88,17.57,5.27,175.7,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,AOLEIR,466.7,253.3,213.4,162.3,90.7,71.6,30,TON,91.19,182.38,447.66,82.9,24.87,829,63.83,127.67,313.36,58.03,17.41,580.3,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,YYNDARZ,151.0,81.9,69.1,592.5,398.1,194.4,36,LOT,70.73,141.46,347.22,64.3,19.29,643,49.51,99.02,243.05,45.01,13.5,450.09,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,XNNOJFT,540.5,170.1,370.4,451.6,120.0,331.6,3,LOT,13.75,27.5,67.5,12.5,3.75,125,9.62,19.25,47.25,8.75,2.62,87.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,MNMCMXI,385.4,122.7,262.7,453.3,261.2,192.1,91,LOT,58.96,117.92,289.44,53.6,16.08,536,41.27,82.54,202.61,37.52,11.26,375.2,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,UKUWO,537.0,288.5,248.5,406.3,131.8,274.5,26,M,48.51,97.02,238.14,44.1,13.23,441,33.96,67.91,166.7,30.87,9.26,308.7,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,30,D,HP710VSF0300,ABTMV,405.4,292.8,112.6,799.4,373.9,425.5,56,LOT,39.6,79.2,194.4,36.0,10.8,360,27.72,55.44,136.08,25.2,7.56,252.0,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,40,D,HP710VSF0400,MNMCMXI,642.1,259.8,382.3,569.8,329.8,240.0,8,TON,14.52,29.04,71.28,13.2,3.96,132,10.16,20.33,49.9,9.24,2.77,92.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,40,D,HP710VSF0400,AOLEIR,431.4,211.2,220.2,356.3,174.2,182.1,4,EA,77.33,154.66,379.62,70.3,21.09,703,54.13,108.26,265.73,49.21,14.76,492.09,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,40,D,HP710VSF0400,YYNDARZ,438.2,368.0,70.2,602.0,285.4,316.6,33,EA,24.97,49.94,122.58,22.7,6.81,227,17.48,34.96,85.81,15.89,4.77,158.91,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,40,D,HP710VSF0400,UKUWO,369.9,57.9,312.0,551.8,284.2,267.6,9,TON,73.15,146.3,359.1,66.5,19.95,665,51.2,102.41,251.37,46.55,13.96,465.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P710V,40,D,HP710VSF0400,ABTMV,455.7,279.7,176.0,650.2,317.1,333.1,23,EA,46.64,93.28,228.96,42.4,12.72,424,32.65,65.3,160.27,29.68,8.9,296.8,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,30,D,HP717ZSF0300,ABTMV,597.8,308.6,289.2,663.8,248.8,415.0,78,LOT,99.22,198.44,487.08,90.2,27.06,902,69.45,138.91,340.96,63.14,18.94,631.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,30,D,HP717ZSF0300,XNNOJFT,614.8,305.6,309.2,415.6,129.5,286.1,16,LOT,88.11,176.22,432.54,80.1,24.03,801,61.68,123.35,302.78,56.07,16.82,560.7,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,30,D,HP717ZSF0300,AOLEIR,475.5,202.9,272.6,381.4,167.0,214.4,13,M,54.01,108.02,265.14,49.1,14.73,491,37.81,75.61,185.6,34.37,10.31,343.7,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,30,D,HP717ZSF0300,YYNDARZ,301.2,136.5,164.7,311.6,69.6,242.0,32,M,40.92,81.84,200.88,37.2,11.16,372,28.64,57.29,140.62,26.04,7.81,260.4,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,30,D,HP717ZSF0300,MNMCMXI,737.3,382.4,354.9,359.2,224.8,134.4,66,TON,88.55,177.1,434.7,80.5,24.15,805,61.98,123.97,304.29,56.35,16.9,563.49,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,40,D,HP717ZSF0400,ABTMV,338.4,116.1,222.3,759.3,445.2,314.1,28,LOT,13.86,27.72,68.04,12.6,3.78,126,9.7,19.4,47.63,8.82,2.65,88.2,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,40,D,HP717ZSF0400,AOLEIR,304.7,70.4,234.3,799.3,411.6,387.7,12,LOT,22.88,45.76,112.32,20.8,6.24,208,16.02,32.03,78.62,14.56,4.37,145.6,SN3286_P71LV_dummy.xlsx
SN3286,P71LV,P717Z,40,D,HP717ZSF0400,UKUWO,185.3,72.0,113.3,377.1,316.1,61.0,85,TON,101.42,202.84,497.88,92.2,27.66,922,70.99,141.99,348.52,64.54,19.36,645.4,SN3286_P71LV_dummy.xlsx
